,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
10066,901660,1082900.0,misc. imported cordials & liqueurs,cerises rogue(cherry liqueur),1000.0,42.0,imported,liqueur
10067,3124,1701100.0,temporary & specialty packages,irish mist w/cordial glasses,750.0,80.0,domestic,other
10068,904904,1082900.0,misc. imported cordials & liqueurs,cabana cachaca,750.0,42.0,imported,liqueur
10069,906854,1011200.0,straight bourbon whiskies,jesse james bourbon mini,50.0,86.0,domestic,whiskey
10070,902338,1062300.0,flavored rum,sea wynde rum,750.0,80.0,domestic,rum
10071,901342,1012200.0,scotch whiskies,dailuaine 12yr,50.0,86.0,domestic,whiskey
10072,901123,1082900.0,misc. imported cordials & liqueurs,pina colada,1000.0,42.0,imported,liqueur
10073,902836,1042100.0,imported dry gins,bombay sapphire gin,1750.0,84.0,imported,gin
10074,901262,1012200.0,scotch whiskies,glengoyne,50.0,86.0,domestic,whiskey
10075,900865,1012200.0,scotch whiskies,benrinnes cask strength,100.0,86.0,domestic,whiskey
10076,935692,1091100.0,american distilled spirit specialty,pearl caramel,750.0,80.0,domestic,other
10077,900863,1012200.0,scotch whiskies,benrinnes cask strength,375.0,86.0,domestic,whiskey
10078,904544,1051010.0,american grape brandies,korbel gold reserve vsop brandy,750.0,80.0,domestic,brandy
10079,965118,1082100.0,imported cordials & liqueur,grand marnier cuvee 1880 ha,750.0,42.0,imported,liqueur
10080,904828,1081390.0,imported schnapps,dr. mcgillicuddy's mentholmint pet,750.0,44.0,imported,schnapps
10081,902471,1022100.0,mixto tequila,chamucos tequila,750.0,80.0,domestic,tequila
10082,987642,1012210.0,single malt scotch,craigellachie 13yr,375.0,86.0,domestic,whiskey
10083,902945,1052010.0,imported grape brandies,courvoisier vs cognac,100.0,80.0,imported,brandy
10084,977622,1081900.0,misc. american cordials & liqueurs,twenty grand rose,750.0,42.0,domestic,liqueur
10085,933987,1031200.0,american flavored vodka,absolut wild tea,750.0,80.0,domestic,vodka
10086,902670,,,arran single cask amarone finish,750.0,80.0,imported,vodka
10087,944280,1062200.0,puerto rico & virgin islands rum,burnett's white rum,1750.0,80.0,domestic,rum
10088,903544,1012210.0,single malt scotch,glengoyne 17yr scotch,750.0,86.0,domestic,whiskey
10089,977812,1071100.0,cocktails /rtd,tooters margarita,375.0,26.0,domestic,cocktails
10090,43307,1062300.0,flavored rum,captain morgan coconut,1750.0,80.0,domestic,rum
10091,946192,1062300.0,flavored rum,crusoe spiced rum,750.0,80.0,domestic,rum
10092,901013,1012200.0,scotch whiskies,ardmore,750.0,86.0,domestic,whiskey
10093,941669,1031200.0,american flavored vodka,burnett's blue raspberry vodka mini,50.0,80.0,domestic,vodka
10094,902257,1062200.0,puerto rico & virgin islands rum,pyrat cask 1623,750.0,80.0,domestic,rum
10095,994764,1012200.0,scotch whiskies,caol ila 30yr ha,750.0,86.0,domestic,whiskey
10096,901095,1012200.0,scotch whiskies,laphroaig,200.0,86.0,domestic,whiskey
10097,921210,1011200.0,straight bourbon whiskies,rebel yell small batch reserve,750.0,86.0,domestic,whiskey
10098,904977,1011500.0,straight rye whiskies,high west double rye,750.0,86.0,domestic,whiskey
10099,905278,1012210.0,single malt scotch,isle of jura prophecy,750.0,86.0,domestic,whiskey
10100,42668,1062050.0,barbados rum,mt gay eclipse rum,1750.0,80.0,domestic,rum
10101,904990,1012210.0,single malt scotch,balvenie 14yr caribbean cask,750.0,86.0,domestic,whiskey
10102,901337,1012200.0,scotch whiskies,dailuaine 12yr,1000.0,86.0,domestic,whiskey
10103,941124,1031200.0,american flavored vodka,firefly peach tea vodka,750.0,80.0,domestic,vodka
10104,901552,1082900.0,misc. imported cordials & liqueurs,twisted shots strawberry sundae,50.0,42.0,imported,liqueur
10105,901338,1012200.0,scotch whiskies,dailuaine 12yr,750.0,86.0,domestic,whiskey
10106,901333,1012200.0,scotch whiskies,dailuaine 29yr,375.0,86.0,domestic,whiskey
10107,73591,1081380.0,miscellaneous schnapps,dekuyper kamikaze,750.0,44.0,domestic,schnapps
10108,904649,1012210.0,single malt scotch,lonach blended scotch 1973 36yr,750.0,86.0,domestic,whiskey
10109,901856,1012200.0,scotch whiskies,bunnahabhain,200.0,86.0,domestic,whiskey
10110,947810,1052010.0,imported grape brandies,courvoisier xo,750.0,80.0,imported,brandy
10111,900632,1012200.0,scotch whiskies,glen garioch,375.0,86.0,domestic,whiskey
10112,77835,1081900.0,misc. american cordials & liqueurs,tooters triple berry punch,375.0,42.0,domestic,liqueur
10113,940442,1031200.0,american flavored vodka,skyy infusions moscato grape,750.0,80.0,domestic,vodka
10114,987646,1012210.0,single malt scotch,glengoyne 18yr,200.0,86.0,domestic,whiskey
10115,903767,1071100.0,cocktails /rtd,trader vic's mai tai,750.0,26.0,domestic,cocktails
10116,902889,1022100.0,mixto tequila,sauza cien anos verde,750.0,80.0,domestic,tequila
10117,902834,1031200.0,american flavored vodka,uv grape vodka minis,502.0,80.0,domestic,vodka
10118,989568,1022100.0,mixto tequila,monte alban reposado tequila,750.0,80.0,domestic,tequila
10119,933848,1032200.0,imported flavored vodka,kuhl chocolate whipped vodka,750.0,80.0,imported,vodka
10120,901765,1052010.0,imported grape brandies,grappa di recioto amarone,1000.0,80.0,imported,brandy
10121,901533,1051150.0,miscellaneous  brandies,calvados,200.0,80.0,domestic,brandy
10122,40638,1031200.0,american flavored vodka,burnett's sugar cookie,1000.0,80.0,domestic,vodka
10123,902426,1041200.0,flavored gin,hiram walker sloe gin 3-pak,750.0,84.0,domestic,gin
10124,980516,1012100.0,canadian whiskies,crown royal hand selected barrel #2648,750.0,86.0,domestic,whiskey
10125,902761,1022100.0,mixto tequila,casa noble anejo,750.0,80.0,domestic,tequila
10126,904772,1032080.0,imported vodka,belvedere black raspberry,750.0,80.0,imported,vodka
10127,904558,1071100.0,cocktails /rtd,kahlua rtd white russian dno,1750.0,26.0,domestic,cocktails
10128,903453,1051150.0,miscellaneous  brandies,kammer black forest kirschwasser,750.0,80.0,domestic,brandy
10129,41419,1031200.0,american flavored vodka,seagram's m grape flavor,750.0,80.0,domestic,vodka
10130,901532,1051150.0,miscellaneous  brandies,calvados,375.0,80.0,domestic,brandy
10131,901024,1082900.0,misc. imported cordials & liqueurs,absinthe verde,1000.0,42.0,imported,liqueur
10132,903566,1081230.0,white creme de cacao,hiram walker crm de cacao white,750.0,42.0,domestic,liqueur
10133,901244,1012210.0,single malt scotch,octomore 5.1,750.0,86.0,domestic,whiskey
10134,915718,1012300.0,single malt scotch,michael collins 10yr dno,750.0,86.0,domestic,whiskey
10135,989451,1022100.0,mixto tequila,kah tequila anejo mini,50.0,80.0,domestic,tequila
10136,903893,1081010.0,american amaretto,trader vic's amaretto,750.0,42.0,domestic,liqueur
10137,941278,1031200.0,american flavored vodka,burnett's grape,1750.0,80.0,domestic,vodka
10138,901011,1082900.0,misc. imported cordials & liqueurs,absinthe blanco,50.0,42.0,imported,liqueur
10139,904779,1081900.0,misc. american cordials & liqueurs,bols strawberry liqueur,1000.0,42.0,domestic,liqueur
10140,80116,1081900.0,misc. american cordials & liqueurs,dekuyper creme de cassis,750.0,42.0,domestic,liqueur
10141,904684,1012200.0,scotch whiskies,hudson bay scotch whisky,1000.0,86.0,domestic,whiskey
10142,900633,1012200.0,scotch whiskies,glen garioch,200.0,86.0,domestic,whiskey
10143,903345,1012210.0,single malt scotch,glenrothes premier barrel 10yr,750.0,86.0,domestic,whiskey
10144,35261,1032080.0,imported vodka,purus organic vodka mini,1508.0,80.0,imported,vodka
10145,900866,1012200.0,scotch whiskies,benrinnes cask strength,50.0,86.0,domestic,whiskey
10146,903997,1041150.0,flavored gins,seagram's lime twisted gin,200.0,84.0,domestic,gin
10147,935794,1032080.0,imported vodka,sobieski cynamon flavored vodka,750.0,80.0,imported,vodka
10148,901603,1051150.0,miscellaneous  brandies,grappa chianti classico,100.0,80.0,domestic,brandy
10149,901006,1082900.0,misc. imported cordials & liqueurs,absinthe blanco,1000.0,42.0,imported,liqueur
10150,36411,1032080.0,imported vodka,la collection santa claus,1000.0,80.0,imported,vodka
10151,903381,1022100.0,mixto tequila,casa noble reposado,750.0,80.0,domestic,tequila
10152,965265,1032080.0,imported vodka,jinro soju,375.0,80.0,imported,vodka
10153,901183,1062310.0,spiced rum,yahara bay rum,50.0,80.0,domestic,rum
10154,42032,1031200.0,american flavored vodka,burnett's whipped cream vodka,1000.0,80.0,domestic,vodka
10155,903177,1071100.0,cocktails /rtd,club gin martini,750.0,26.0,domestic,cocktails
10156,904584,1081200.0,cream liqueurs,voyant,750.0,42.0,domestic,liqueur
10157,902104,1081230.0,white creme de cacao,dekuyper creme de cacao white,375.0,42.0,domestic,liqueur
10158,903989,1011100.0,blended whiskies,seagram's 7 crown whiskey,100.0,86.0,domestic,whiskey
10159,901018,1012200.0,scotch whiskies,isle of arran,1000.0,86.0,domestic,whiskey
10160,903504,1081330.0,peach schnapps,hiram walker peach schnapps,750.0,44.0,domestic,schnapps
10161,902132,1012300.0,single malt scotch,feckin irish whiskey,750.0,86.0,domestic,whiskey
10162,905473,1012200.0,scotch whiskies,glen elgin,100.0,86.0,domestic,whiskey
10163,942030,1031200.0,american flavored vodka,burnett's whipped cream vodka mini,50.0,80.0,domestic,vodka
10164,41310,1031200.0,american flavored vodka,burnett's coconut vodka,750.0,80.0,domestic,vodka
10165,901853,1012200.0,scotch whiskies,bunnahabhain,1000.0,86.0,domestic,whiskey
10166,966295,1052010.0,imported grape brandies,remy martin v,200.0,80.0,imported,brandy
10167,41000,1031200.0,american flavored vodka,smirnoff pear vodka,750.0,80.0,domestic,vodka
10168,900295,1081900.0,misc. american cordials & liqueurs,yahara bay coffee liqueur,100.0,42.0,domestic,liqueur
10169,900832,1011300.0,single barrel bourbon whiskies,jack daniel's master distiller series 1,750.0,86.0,domestic,whiskey
10170,903135,1081700.0,distilled spirits specialty,rondiaz diaz lemon rum,1000.0,80.0,domestic,rum
10171,903606,1051010.0,american grape brandies,paul masson vsop brandy,200.0,80.0,domestic,brandy
10172,900473,1052010.0,imported grape brandies,grappa nebbiolo,200.0,80.0,imported,brandy
10173,967603,1082900.0,misc. imported cordials & liqueurs,patron xo cafe incendio,750.0,42.0,imported,liqueur
10174,902774,1052010.0,imported grape brandies,azteca de oro brandy,750.0,80.0,imported,brandy
10175,940019,1031200.0,american flavored vodka,burnetts cherry limeade mini,500.0,80.0,domestic,vodka
10176,903932,1052010.0,imported grape brandies,chateau du busca xo no.1,750.0,80.0,imported,brandy
10177,902198,1062050.0,barbados rum,barbancourt est res rhum 15yr,750.0,80.0,domestic,rum
10178,980508,1012100.0,canadian whiskies,crown royal hand selected barrel #2620,750.0,86.0,domestic,whiskey
10179,902397,1081330.0,peach schnapps,gionelli peach schnapps,750.0,44.0,domestic,schnapps
10180,902507,1022100.0,mixto tequila,dos tiranos mezcal,750.0,80.0,domestic,tequila
10181,38243,1031080.0,vodka 80 proof,ursus vodka,750.0,80.0,domestic,vodka
10182,934364,1032080.0,imported vodka,fris vodka pet,375.0,80.0,imported,vodka
10183,901017,1012200.0,scotch whiskies,ardmore,50.0,86.0,domestic,whiskey
10184,901334,1012200.0,scotch whiskies,dailuaine 29yr,200.0,86.0,domestic,whiskey
10185,982890,1081365.0,tropical fruit schnapps,dekuyper pineapple(dno),1000.0,44.0,domestic,schnapps
10186,900862,1012200.0,scotch whiskies,benrinnes cask strength,750.0,86.0,domestic,whiskey
10187,983231,1901200.0,special order items,hiram walker pomegranate schnapps,750.0,30.0,domestic,schnapps
10188,960,1701100.0,temporary & specialty packages,jack daniels sb ducks unltd w/tin & glasses,750.0,80.0,domestic,other
10189,900290,1081900.0,misc. american cordials & liqueurs,yahara bay coffee liqueur,1750.0,42.0,domestic,liqueur
10190,904561,1052010.0,imported grape brandies,jaques cardin vsop cognac dno,750.0,80.0,imported,brandy
10191,902377,1082900.0,misc. imported cordials & liqueurs,jagermeister liqueur,100.0,42.0,imported,liqueur
10192,41278,1031200.0,american flavored vodka,burnett's grape,1750.0,80.0,domestic,vodka
10193,982785,1011500.0,straight rye whiskies,james oliver rye,750.0,86.0,domestic,whiskey
10194,901007,1082900.0,misc. imported cordials & liqueurs,absinthe blanco,750.0,42.0,imported,liqueur
10195,987945,1022100.0,mixto tequila,kah tequila blanco mini,50.0,80.0,domestic,tequila
10196,901336,1012200.0,scotch whiskies,dailuaine 29yr,50.0,86.0,domestic,whiskey
10197,903966,1071100.0,cocktails /rtd,seagram blue beast gin & juice,200.0,26.0,domestic,cocktails
10198,959160,1071100.0,cocktails /rtd,1800 ultimate blueberry rtd,1750.0,26.0,domestic,cocktails
10199,986731,1081700.0,distilled spirits specialty,ole smoky tennessee moonshine - lemon drop,750.0,86.0,domestic,whiskey
10200,902742,1031200.0,american flavored vodka,skyy citrus vodka,1000.0,70.0,domestic,vodka
10201,969587,1011100.0,blended whiskies,charbay r5 whiskey,750.0,86.0,domestic,whiskey
10202,903194,1062200.0,puerto rico & virgin islands rum,bacardi light rum,100.0,80.0,domestic,rum
10203,901900,1082900.0,misc. imported cordials & liqueurs,sour cherry,1000.0,42.0,imported,liqueur
10204,944257,1062300.0,flavored rum,blackheart premium spiced rum mini,50.0,80.0,domestic,rum
10205,966011,1032200.0,imported flavored vodka,oddka fresh cut grass,750.0,80.0,imported,vodka
10206,904576,1032080.0,imported vodka,stoli vanilla,750.0,80.0,imported,vodka
10207,65086,1081600.0,whiskey liqueur,glayva liqueur,750.0,86.0,domestic,whiskey
10208,940359,1031200.0,american flavored vodka,burnett's strawberry banana,750.0,80.0,domestic,vodka
10209,904549,1031200.0,american flavored vodka,burnett's sweet tea vodka,1000.0,80.0,domestic,vodka
10210,901194,1082900.0,misc. imported cordials & liqueurs,yahara bay cocoa liqueur,200.0,42.0,imported,liqueur
10211,935021,1032100.0,imported vodkas,van gogh coconut,750.0,80.0,imported,vodka
10212,973714,1081600.0,whiskey liqueur,evan williams cherry mini,600.0,86.0,domestic,whiskey
10213,902856,1032080.0,imported vodka,stolichnaya elite,1750.0,80.0,imported,vodka
10214,972306,1081700.0,distilled spirits specialty,art in the age sage dss,750.0,80.0,domestic,other
10215,905050,1062200.0,puerto rico & virgin islands rum,yahara bay rum,1000.0,80.0,domestic,rum
10216,903324,,,jacquin's cherry brandy,750.0,70.0,imported,vodka
10217,905531,1051150.0,miscellaneous  brandies,yahara bay apple brandy,750.0,80.0,domestic,brandy
10218,940287,1031200.0,american flavored vodka,new amsterdam coconut flavored,200.0,80.0,domestic,vodka
10219,904930,1012210.0,single malt scotch,cadenheads lowland,750.0,86.0,domestic,whiskey
10220,902065,1501100.0,high proof beer - american,nikka yoichi 15 yr single malt,750.0,80.0,domestic,other
10221,4879,1012200.0,scotch whiskies,dewar's 18yr,750.0,86.0,domestic,whiskey
10222,35503,1032080.0,imported vodka,stolichnaya gala applik,1750.0,80.0,imported,vodka
10223,926950,1011300.0,single barrel bourbon whiskies,prichard's tennessee whiskey,750.0,86.0,domestic,whiskey
10224,948151,1082900.0,misc. imported cordials & liqueurs,hennessy vsop privilege,200.0,42.0,imported,liqueur
10225,927078,1011300.0,single barrel bourbon whiskies,breakout rye whiskey,750.0,86.0,domestic,whiskey
10226,902332,1062200.0,puerto rico & virgin islands rum,hana bay gold rum,750.0,80.0,domestic,rum
10227,903894,1012210.0,single malt scotch,bunnahabhain sing malt scotch,750.0,86.0,domestic,whiskey
10228,902278,1062300.0,flavored rum,lady bligh spiced rum,375.0,80.0,domestic,rum
10229,903353,1032080.0,imported vodka,pravda vodka,750.0,80.0,imported,vodka
10230,901020,1012200.0,scotch whiskies,isle of arran,375.0,86.0,domestic,whiskey
10231,933589,1032200.0,imported flavored vodka,pinnacle red liquorice mini,50.0,80.0,imported,vodka
10232,900298,1051150.0,miscellaneous  brandies,armagnac vintage 1973,750.0,80.0,domestic,brandy
10233,987645,1012210.0,single malt scotch,glengoyne 18yr,375.0,86.0,domestic,whiskey
10234,71917,1081010.0,american amaretto,arrow amaretto,1000.0,42.0,domestic,liqueur
10235,986722,1081700.0,distilled spirits specialty,ole smoky strawberry lightnin' moonshine,750.0,86.0,domestic,whiskey
10236,902240,1081600.0,whiskey liqueur,southern comfort,100.0,86.0,domestic,whiskey
10237,901880,1062200.0,puerto rico & virgin islands rum,don q anejo rum,750.0,80.0,domestic,rum
10238,87396,1022100.0,mixto tequila,corzo silver,750.0,80.0,domestic,tequila
10239,904677,1011200.0,straight bourbon whiskies,hirsch straight bourbon small batch,750.0,86.0,domestic,whiskey
10240,938081,,,platinum 7x vodka mini,,80.0,imported,vodka
10241,989482,1022100.0,mixto tequila,el zarco gold tequila,750.0,80.0,domestic,tequila
10242,900635,1012200.0,scotch whiskies,glen garioch,50.0,86.0,domestic,whiskey
10243,953127,1051010.0,american grape brandies,mr. boston five star brandy,1000.0,80.0,domestic,brandy
10244,904493,1081010.0,american amaretto,amaretto di amore minis,502.0,42.0,domestic,liqueur
10245,942120,1062100.0,gold rum,margaritaville coconut jamaican rum,750.0,80.0,domestic,rum
10246,942137,1062100.0,gold rum,margaritaville spiced jamaican rum,750.0,80.0,domestic,rum
10247,904859,,,,750.0,70.0,imported,vodka
10248,900805,1012200.0,scotch whiskies,blair athol cask,50.0,86.0,domestic,whiskey
10249,903197,1012200.0,scotch whiskies,black & white scotch,750.0,86.0,domestic,whiskey
10250,40911,1031200.0,american flavored vodka,smirnoff dark roasted espresso mini,502.0,80.0,domestic,vodka
10251,955856,1051100.0,american brandies,paramount ginger brandy,750.0,80.0,domestic,brandy
10252,901257,1012200.0,scotch whiskies,glengoyne,375.0,86.0,domestic,whiskey
10253,902563,1041100.0,american dry gins,genevieve gin,750.0,84.0,domestic,gin
10254,935013,1032200.0,imported flavored vodka,three olives grape flavored vodka,1750.0,80.0,imported,vodka
10255,34687,1032200.0,imported flavored vodka,stolichnaya ohranj vodka ltd edition label,750.0,80.0,imported,vodka
10256,901258,1012200.0,scotch whiskies,glengoyne,200.0,86.0,domestic,whiskey
