,ItemNumber,Category,CategoryName,ItemDescription,BottleVolume(ml),Proof,Imported,Type
4419,100938,1701100.0,temporary & specialty packages,fireball valentine pack,50.0,66.0,domestic,other
4420,938580,1031100.0,american vodkas,wisconsin club vodka,1000.0,80.0,domestic,vodka
4421,922897,1011100.0,blended whiskies,bird dog blended whiskey,750.0,80.0,domestic,whiskey
4422,915887,1012400.0,irish whiskies,ha teeling blackpitts peated single malt,750.0,92.0,domestic,whiskey
4423,904803,1081900.0,misc. american cordials & liqueurs,veev acai,750.0,70.0,domestic,liqueur
4424,997156,1022200.0,100% agave tequila,ha avion cristalino,750.0,80.0,domestic,tequila
4425,990029,1022200.0,100% agave tequila,tequila 3 amigos blanco mini,50.0,80.0,domestic,tequila
4426,987326,1022200.0,100% agave tequila,chamucos diablo blanco,750.0,110.0,domestic,tequila
4427,965529,1082100.0,imported cordials & liqueur,fiorente elderflower,700.0,40.0,imported,liqueur
4428,904631,1901200.0,special order items,tanqueray gin mini,600.0,94.0,domestic,gin
4429,916266,1011200.0,straight bourbon whiskies,four grain straight bourbon bottled in bond,750.0,100.0,domestic,whiskey
4430,999929,1011300.0,single barrel bourbon whiskies,koval single barrel bourbon whiskey buy the barrel,750.0,94.0,domestic,whiskey
4431,983927,1081365.0,tropical fruit schnapps,maui tropical schnapps,1000.0,30.0,domestic,schnapps
4432,943676,1062200.0,puerto rico & virgin islands rum,selvarey white rum,750.0,80.0,domestic,rum
4433,67870,1082000.0,imported cordials & liqueurs,after all brownie,750.0,42.0,imported,liqueur
4434,902421,1022100.0,mixto tequila,el tesoro anejo tequila,750.0,80.0,domestic,tequila
4435,988522,1022200.0,100% agave tequila,libelula tequila,750.0,80.0,domestic,tequila
4436,987779,1022200.0,100% agave tequila,ha clase azul gold tequila,750.0,80.0,domestic,tequila
4437,965937,1082100.0,imported cordials & liqueur,meletti amaro,750.0,64.0,imported,liqueur
4438,988804,1022100.0,mixto tequila,patron roca anejo,750.0,88.0,domestic,tequila
4439,926084,1011600.0,straight rye whiskies,old pepper single barrel rye - barrel proof,750.0,108.0,domestic,whiskey
4440,966763,1062500.0,flavored rum,selvarey chocolate rum infused with natural chocolate flavor,750.0,70.0,domestic,rum
4441,915616,1012300.0,single malt scotch,irishman single malt,750.0,40.0,domestic,whiskey
4442,33469,1032200.0,imported flavored vodka,absolut lime,1750.0,80.0,imported,vodka
4443,965077,1082100.0,imported cordials & liqueur,giffard lichi li,750.0,36.0,imported,liqueur
4444,947869,1082100.0,imported cordials & liqueur,d'usse xo,750.0,80.0,imported,liqueur
4445,76843,1031200.0,american flavored vodka,the original pickle shot spicy pickle vodka,750.0,30.0,domestic,vodka
4446,965069,1082100.0,imported cordials & liqueur,giffard abricot du roussillon,750.0,50.0,imported,liqueur
4447,915477,1012400.0,irish whiskies,ballyhoo irish whiskey,750.0,86.0,domestic,whiskey
4448,900597,1012400.0,irish whiskies,knappogue castle 14yr old twin wood,750.0,92.0,domestic,whiskey
4449,76845,1031200.0,american flavored vodka,pinkle shot sweet pickle vodka,750.0,30.0,domestic,vodka
4450,919320,1011200.0,straight bourbon whiskies,ha kentucky owl confiscated,750.0,96.0,domestic,whiskey
4451,994190,1071100.0,cocktails /rtd,koloa rum punch cocktail,1000.0,20.0,domestic,cocktails
4452,943721,1062100.0,gold rum,real mccoy 5yr,750.0,80.0,domestic,rum
4453,968716,1082100.0,imported cordials & liqueur,massenez creme de mure,750.0,40.0,imported,liqueur
4454,915858,1012400.0,irish whiskies,ha redbreast small batch cask,750.0,117.0,domestic,whiskey
4455,989063,1070000.0,cocktails / rtd,koloa hawaiian pineapple passion rum cocktail,1000.0,20.0,domestic,cocktails
4456,916051,1012300.0,single malt scotch,cotswold single malt whisky,750.0,92.0,domestic,whiskey
4457,964707,1082100.0,imported cordials & liqueur,clement mahina coco liquor,750.0,36.0,imported,liqueur
4458,943720,1062100.0,gold rum,real mccoy 3yr,750.0,80.0,domestic,rum
4459,918888,1011200.0,straight bourbon whiskies,watershed ohio straight bourbon whiskey,750.0,118.0,domestic,whiskey
4460,915860,1012400.0,irish whiskies,ha redbreast 15yr,750.0,92.0,domestic,whiskey
4461,903620,1062200.0,puerto rico & virgin islands rum,don q gold rum,750.0,80.0,domestic,rum
4462,928245,1011100.0,blended whiskies,c crets whiskey,750.0,80.0,domestic,whiskey
4463,926265,1011100.0,blended whiskies,foundry five grain whiskey,750.0,80.0,domestic,whiskey
4464,926263,1011200.0,straight bourbon whiskies,foundry single malt whiskey,750.0,80.0,domestic,whiskey
4465,964285,1062500.0,flavored rum,boukman botanical rhum,750.0,90.0,domestic,rum
4466,942799,1062300.0,flavored rum,clement vsop aged rum,750.0,80.0,domestic,rum
4467,943591,1062300.0,flavored rum,jm vsop,750.0,86.0,domestic,rum
4468,903755,1011200.0,straight bourbon whiskies,platte valley moonshine corn jugs,750.0,81.0,domestic,whiskey
4469,951664,1052100.0,imported brandies,stara sokolova kosher,750.0,80.0,imported,brandy
4470,966770,1082100.0,imported cordials & liqueur,sfumato amaro rabarbaro,750.0,32.0,imported,liqueur
4471,901377,,,barsol supremo moste verde italia pisco,750.0,82.0,imported,vodka
4472,903667,,,san matias gran reserva tequila,750.0,80.0,imported,vodka
4473,904749,1011100.0,blended whiskies,michter's us*1 american whiskey,750.0,83.0,domestic,whiskey
4474,64620,1052100.0,imported brandies,capel premium pisco,750.0,80.0,imported,brandy
4475,902129,,,lairds old apple brandy 7yr,750.0,80.0,imported,vodka
4476,937452,1031200.0,american flavored vodka,monkey in paradise vodka,750.0,80.0,domestic,vodka
4477,23707,1011100.0,blended whiskies,fleischmanns preferred blended whiskey,1000.0,80.0,domestic,whiskey
4478,904556,1082900.0,misc. imported cordials & liqueurs,ouzo #12,750.0,80.0,imported,liqueur
4479,985933,1022200.0,100% agave tequila,codigo 1530 tequila rosa single barrel buy the barrel,750.0,80.0,domestic,tequila
4480,37306,1032100.0,imported vodkas,oncore vodka,750.0,80.0,imported,vodka
4481,978294,1011100.0,blended whiskies,steep n still,750.0,100.0,domestic,whiskey
4482,906541,1011600.0,straight rye whiskies,middle west spirits lucky find wheat whiskey,750.0,92.0,domestic,whiskey
4483,55486,1051100.0,american brandies,mr boston cherry brandy,750.0,70.0,domestic,brandy
4484,953726,1051100.0,american brandies,lairds rare 12yr apple brandy,750.0,88.0,domestic,brandy
4485,16145,1012300.0,single malt scotch,ohishi sherry cask whisky,750.0,87.0,domestic,whiskey
4486,915492,1012400.0,irish whiskies,the busker whiskey blend,750.0,80.0,domestic,whiskey
4487,976642,1041100.0,american dry gins,haymans sloe gin,750.0,52.0,domestic,gin
4488,921492,1011100.0,blended whiskies,ha shenks homestead,750.0,90.0,domestic,whiskey
4489,906038,1012200.0,scotch whiskies,ha johnnie walker blue year of the tiger,750.0,92.0,domestic,whiskey
4490,922046,1011300.0,single barrel bourbon whiskies,ha weller single barrel bourbon,750.0,97.0,domestic,whiskey
4491,915859,1701100.0,temporary & specialty packages,ha redbreast px edition,750.0,92.0,domestic,other
4492,987018,1011400.0,tennessee whiskies,sooh ole smoky peach whiskey,750.0,70.0,domestic,whiskey
4493,914120,1012100.0,canadian whiskies,cm obtainium canadian whisky buy the barrel,750.0,151.0,domestic,whiskey
4494,905662,1011100.0,blended whiskies,naked grouse blended malt scotch whisky,750.0,86.0,domestic,whiskey
4495,995094,1091300.0,neutral grain spirits flavored,ole smoky strawberry moonshine,750.0,65.0,domestic,whiskey
4496,992729,1082100.0,imported cordials & liqueur,pierre ferrand pineau des charentes,750.0,9.0,imported,liqueur
4497,903241,1901200.0,special order items,arrow blackraspberry liqueur,1000.0,30.0,domestic,liqueur
4498,925498,1081600.0,whiskey liqueur,lost lantern: cedar ridge ia single malt whiskey sherry cask,750.0,116.0,domestic,whiskey
4499,937023,1032100.0,imported vodkas,neft vodka black,1000.0,80.0,imported,vodka
4500,953686,1051100.0,american brandies,laird apple brandy 100,750.0,100.0,domestic,brandy
4501,930548,1042100.0,imported dry gins,haymans royal dock navy strength gin,750.0,114.0,imported,gin
4502,986778,1011700.0,corn whiskies,ole smoky lemon drop moonshine,750.0,65.0,domestic,whiskey
4503,638071,1031100.0,american vodkas,state vodka mini,50.0,80.0,domestic,vodka
4504,937025,1032100.0,imported vodkas,neft vodka white,1000.0,80.0,imported,vodka
4505,997102,1011200.0,straight bourbon whiskies,kings county distillery single malt whiskey,750.0,94.0,domestic,whiskey
4506,926101,1011100.0,blended whiskies,keep hearts irish whiskey,700.0,86.0,domestic,whiskey
4507,977712,1031200.0,american flavored vodka,smirnoff pineapple mini,50.0,70.0,domestic,vodka
4508,964775,1082100.0,imported cordials & liqueur,cointreau noir,750.0,80.0,imported,liqueur
4509,921600,1901200.0,special order items,ha eh taylor jr barrel proof,750.0,135.0,domestic,other
4510,19045,1701100.0,temporary & specialty packages,jeffersons reserve old rum cask,750.0,90.0,domestic,rum
4511,986725,1011200.0,straight bourbon whiskies,ha michters 10yr old single barrel,750.0,94.0,domestic,whiskey
4512,929123,1041100.0,american dry gins,aviation american old tom gin,750.0,84.0,domestic,gin
4513,900138,1012200.0,scotch whiskies,members mark scotch,1750.0,80.0,domestic,whiskey
4514,903376,1031200.0,american flavored vodka,smirnoff blueberry mini,500.0,70.0,domestic,vodka
4515,904244,1012300.0,single malt scotch,balblair 18yo single malt scotch,750.0,92.0,domestic,whiskey
4516,902551,1082900.0,misc. imported cordials & liqueurs,kammer williams pear brandy w/pear,750.0,70.0,imported,liqueur
4517,916071,1012300.0,single malt scotch,starward solera whisky,750.0,86.0,domestic,whiskey
4518,902552,1901200.0,special order items,dekuyper anisette,750.0,60.0,domestic,liqueur
4519,901640,1062100.0,gold rum,koloa kauai gold hawaiian rum,750.0,80.0,domestic,rum
4520,953665,1051100.0,american brandies,clear creek pear brandy pear in bottle,750.0,80.0,domestic,brandy
4521,927041,1081600.0,whiskey liqueur,ha high west a midwinter nights dram,750.0,99.0,domestic,whiskey
4522,926559,1011600.0,straight rye whiskies,traverse city whiskey co. barrel proof rye,750.0,118.0,domestic,whiskey
4523,915723,1012400.0,irish whiskies,ha midleton vr vintage release,750.0,80.0,domestic,whiskey
4524,944163,1062200.0,puerto rico & virgin islands rum,clement rhum blanc,750.0,80.0,domestic,rum
4525,994851,1011600.0,straight rye whiskies,traverse city whiskey co. north coast rye,750.0,90.0,domestic,whiskey
4526,951076,,,bistra slivovitz plum brandy,750.0,100.0,imported,vodka
4527,967182,1092100.0,imported distilled spirit specialty,tubi 60 original,750.0,80.0,imported,gin
4528,985559,1041100.0,american dry gins,koval barreled gin,750.0,94.0,domestic,gin
4529,994849,1011200.0,straight bourbon whiskies,traverse city whiskey co. xxx straight bourbon,750.0,86.0,domestic,whiskey
4530,989184,1022200.0,100% agave tequila,el mayor extra anejo,750.0,80.0,domestic,tequila
4531,937252,1032100.0,imported vodkas,beluga gold line in leather,750.0,80.0,imported,vodka
4532,964714,1901200.0,special order items,ciroc peach,1750.0,70.0,domestic,other
4533,940595,1031200.0,american flavored vodka,new amsterdam red berry mini,,70.0,domestic,vodka
4534,902342,1901200.0,special order items,whalers vanilla rum,750.0,60.0,domestic,rum
4535,956527,1062200.0,puerto rico & virgin islands rum,kula organic 80 proof,750.0,80.0,domestic,rum
4536,964487,1082100.0,imported cordials & liqueur,combier creme de peche de vigne,750.0,40.0,imported,liqueur
4537,999995,1081300.0,american cordials & liqueur,vikre amaro superiore,750.0,60.0,domestic,liqueur
4538,901639,1062200.0,puerto rico & virgin islands rum,koloa kauai white hawaiian rum,750.0,80.0,domestic,rum
4539,916158,1011500.0,straight rye whiskies,oregon spirit bottled in bond bourbon,750.0,100.0,domestic,whiskey
4540,967085,1082000.0,imported cordials & liqueurs,tiramisu italian liqueur,750.0,48.0,imported,liqueur
4541,964531,1082100.0,imported cordials & liqueur,combier cassis liqueur,750.0,40.0,imported,liqueur
4542,930851,1041100.0,american dry gins,letherbee gin,750.0,96.0,domestic,gin
4543,995512,1092100.0,imported distilled spirit specialty,vikre �vrevann aquavit,750.0,88.0,imported,other
4544,943634,1062300.0,flavored rum,diplomatico ambassador,750.0,94.0,domestic,rum
4545,55826,1051100.0,american brandies,mr boston ginger brandy,750.0,70.0,domestic,brandy
4546,54434,1051100.0,american brandies,mr boston apricot brandy,375.0,70.0,domestic,brandy
4547,55064,1051100.0,american brandies,mr boston blackberry brandy,375.0,70.0,domestic,brandy
4548,80418,1081200.0,cream liqueurs,rumcoqui pistachio rum cream,750.0,30.0,domestic,liqueur
4549,984135,1081400.0,american schnapps,99 peaches,100.0,99.0,domestic,schnapps
4550,55067,1051100.0,american brandies,mr boston blackberry brandy,1000.0,70.0,domestic,brandy
4551,88996,1022300.0,mezcal,el silencio mezcal espadin,750.0,86.0,domestic,tequila
4552,999937,1011700.0,corn whiskies,methanol moonshine imca super nationals modified 2022,750.0,100.0,domestic,whiskey
4553,86493,1081600.0,whiskey liqueur,ballotin peanut butter chocolate whiskey,750.0,60.0,domestic,whiskey
4554,101505,1701100.0,temporary & specialty packages,dewars 19yr us open label,750.0,86.0,domestic,other
4555,76359,1081300.0,american cordials & liqueur,99 salted caramel mini,50.0,99.0,domestic,liqueur
4556,915994,1011700.0,corn whiskies,sierra norte yellow corn whiskey,750.0,90.0,domestic,whiskey
4557,68207,1081200.0,cream liqueurs,foursquare crisma,700.0,34.0,domestic,liqueur
4558,87723,1022300.0,mezcal,lobos 1707 mezcal necktie,750.0,84.0,domestic,tequila
4559,951854,1052100.0,imported brandies,yebiga prva,750.0,86.0,imported,brandy
4560,25144,1701100.0,temporary & specialty packages,redneck riviera whiskey limited edition,750.0,80.0,domestic,whiskey
4561,81161,1081400.0,american schnapps,mr boston peppermint schnapps mini,50.0,48.0,domestic,schnapps
4562,915991,1011700.0,corn whiskies,sierra norte black corn whiskey,750.0,90.0,domestic,whiskey
4563,926411,1011100.0,blended whiskies,sinister malt whiskey,750.0,80.0,domestic,whiskey
4564,46620,1062100.0,gold rum,parrot bay gold rum,750.0,80.0,domestic,rum
4565,46689,1701100.0,temporary & specialty packages,papas pilar dark rum,750.0,86.0,domestic,rum
4566,926740,1011600.0,straight rye whiskies,sagamore spirit barrel select straight rye110 buy the barrel,750.0,110.0,domestic,whiskey
4567,972415,1081300.0,american cordials & liqueur,barrows intense ginger liqueur,750.0,44.0,domestic,liqueur
4568,73000,1081200.0,cream liqueurs,north forest kreme espresso liqueur,750.0,34.0,domestic,liqueur
4569,87702,1701100.0,temporary & specialty packages,casa del sol anejo,750.0,80.0,domestic,other
4570,87701,1022200.0,100% agave tequila,casa del sol reposado,750.0,80.0,domestic,tequila
4571,18203,1011200.0,straight bourbon whiskies,ezra brooks 99pr bourbon,1750.0,99.0,domestic,whiskey
4572,926409,1011100.0,blended whiskies,des moines whiskey,750.0,80.0,domestic,whiskey
4573,964304,1082100.0,imported cordials & liqueur,chinola passion fruit liqueur,750.0,42.0,imported,liqueur
4574,38209,1031100.0,american vodkas,toms town double grain vodka,750.0,80.0,domestic,vodka
4575,951853,1052100.0,imported brandies,yebiga bela,750.0,86.0,imported,brandy
4576,26028,1011700.0,corn whiskies,scandalust cinnamon whiskey,750.0,80.0,domestic,whiskey
4577,942191,1082100.0,imported cordials & liqueur,novo fogo chameleon cachaca,750.0,86.0,imported,liqueur
4578,46163,1062200.0,puerto rico & virgin islands rum,soldier valley lee greenwood navy rum,750.0,80.0,domestic,rum
4579,902469,1062250.0,special order items,whaler's original dark rum,750.0,80.0,domestic,rum
4580,985684,1011200.0,straight bourbon whiskies,oak & eden spire select wheat amburana buy the barrel,750.0,116.0,domestic,whiskey
4581,86602,1081600.0,whiskey liqueur,ballotin chocolate whiskey caramel turtle,750.0,60.0,domestic,whiskey
4582,922184,1011200.0,straight bourbon whiskies,ha russells reserve 13yr barrel proof,750.0,115.0,domestic,whiskey
4583,101530,1701100.0,temporary & specialty packages,redneck riviera vap pack w/ two mason jars,750.0,80.0,domestic,other
4584,29398,1041100.0,american dry gins,builders botanical gin,750.0,92.0,domestic,gin
4585,943795,1062300.0,flavored rum,kirk & sweeney xo dominican rum,750.0,131.0,domestic,rum
4586,15867,1012400.0,irish whiskies,sons of erin irish whiskey,750.0,92.0,domestic,whiskey
4587,978258,1011200.0,straight bourbon whiskies,"oak and eden spire select 4 grain, amburana buy the barrel",750.0,114.0,domestic,whiskey
4588,34061,1032200.0,imported flavored vodka,absolut ruby red,750.0,80.0,imported,vodka
4589,944059,1062300.0,flavored rum,ha foursquare indelible,750.0,96.0,domestic,rum
4590,915622,1012400.0,irish whiskies,jameson,200.0,86.0,domestic,whiskey
4591,985687,1011200.0,straight bourbon whiskies,oak & eden spire select bourbon amburana buy the barrel,750.0,114.0,domestic,whiskey
4592,902975,1901200.0,special order items,corzo anejo tequila,750.0,80.0,domestic,tequila
4593,985686,1011200.0,straight bourbon whiskies,oak & eden spire select bourbon american oak buy the barrel,750.0,114.0,domestic,whiskey
4594,921538,1011200.0,straight bourbon whiskies,stagg bourbon buy the barrel,750.0,136.0,domestic,whiskey
4595,72975,1701100.0,temporary & specialty packages,north forest kreme peppermint mini,50.0,34.0,domestic,other
4596,90009,1022300.0,mezcal,ojo de tigre artesanal mezcal,750.0,80.0,domestic,tequila
4597,16082,1701100.0,temporary & specialty packages,rei pure malt whisky,750.0,80.0,domestic,whiskey
4598,931980,1041100.0,american dry gins,ransom old tom gin,750.0,88.0,domestic,gin
4599,22026,1701100.0,temporary & specialty packages,weller 12yr,750.0,90.0,domestic,other
4600,88449,1022200.0,100% agave tequila,hussongs silver tequila,750.0,80.0,domestic,tequila
4601,25162,1701100.0,temporary & specialty packages,collectors edition race car bourbon,750.0,80.0,domestic,whiskey
4602,25153,1701100.0,temporary & specialty packages,collectors edition airplane bourbon,1000.0,80.0,domestic,whiskey
4603,925391,1011200.0,straight bourbon whiskies,173 craft distillery bourbon whiskey,750.0,80.0,domestic,whiskey
4604,77203,1031200.0,american flavored vodka,soda jerk orange cream shot,750.0,70.0,domestic,vodka
4605,25113,1011200.0,straight bourbon whiskies,leadslingers bourbon whiskey 10yr,750.0,117.0,domestic,whiskey
4606,16244,1701100.0,temporary & specialty packages,tiger thiccc blended whiskey,750.0,96.0,domestic,whiskey
4607,16075,1701100.0,temporary & specialty packages,makoto 23 yr,750.0,84.0,domestic,other
4608,25166,1701100.0,temporary & specialty packages,the peacekeeper bourbon,750.0,80.0,domestic,whiskey
4609,89346,1701100.0,temporary & specialty packages,"corralejo 99,000 horas anejo",750.0,80.0,domestic,other
4610,25346,1701100.0,temporary & specialty packages,westward cask strength 125 whiskey,750.0,125.0,domestic,whiskey
4611,77189,1031200.0,american flavored vodka,soda jerk root beer shot,750.0,70.0,domestic,vodka
4612,932651,1041200.0,flavored gin,uncle vals zested gin,750.0,90.0,domestic,gin
4613,932698,1041100.0,american dry gins,173 craft distillery volumetric gin,750.0,80.0,domestic,gin
4614,59284,1071000.0,cocktails/rtd,brodys craft cocktails french 75 gin,375.0,36.0,domestic,cocktails
4615,925131,1011600.0,straight rye whiskies,koval single barrel rye whiskey buy the barrel,750.0,110.0,domestic,whiskey
4616,922273,1011200.0,straight bourbon whiskies,ha woodford reserve batch proof 118prf,750.0,118.0,domestic,whiskey
4617,901638,1901200.0,special order items,kauai dark hawaiian rum,750.0,80.0,domestic,rum
4618,967152,,,,750.0,60.0,imported,vodka
4619,926632,1011300.0,single barrel bourbon whiskies,driftless glen handpicked single barrel cask strength,750.0,124.0,domestic,whiskey
4620,915857,1012400.0,irish whiskies,ha redbreast american oak,750.0,101.0,domestic,whiskey
4621,59282,1071000.0,cocktails/rtd,brodys craft cocktails black orchid vodka,375.0,32.0,domestic,cocktails
4622,101763,1701100.0,temporary & specialty packages,cazadores reposado with jarritos pack,750.0,80.0,domestic,other
4623,906067,1901200.0,special order items,few american gin,750.0,80.0,domestic,gin
4624,59280,1071000.0,cocktails/rtd,brodys craft cocktails airmail rum,375.0,40.0,domestic,cocktails
4625,989115,1022200.0,100% agave tequila,chamucos tequila anejo,750.0,80.0,domestic,tequila
4626,903230,1901200.0,special order items,strega liquore,750.0,80.0,domestic,liqueur
4627,995276,1012300.0,single malt scotch,port askaig 8yr,750.0,92.0,domestic,whiskey
4628,942401,1062300.0,flavored rum,el dorado cask aged 5 year old rum,750.0,80.0,domestic,rum
4629,965070,,,giffard cassis noir de bourgogne,750.0,40.0,imported,vodka
4630,974727,1011200.0,straight bourbon whiskies,casey jones kentucky straight bourbon,750.0,107.0,domestic,whiskey
4631,84242,1081300.0,american cordials & liqueur,99 pink lemonade mini,50.0,99.0,domestic,liqueur
4632,27203,1011600.0,straight rye whiskies,limousin rye whiskey,750.0,92.0,domestic,whiskey
4633,67081,1071000.0,cocktails/rtd,twisted shotz strawberry sundae,1800.0,40.0,domestic,cocktails
4634,67155,1071000.0,cocktails/rtd,twisted shotz pussy cat,1800.0,40.0,domestic,cocktails
4635,67043,1071000.0,cocktails/rtd,twisted shotz porn star,1800.0,40.0,domestic,cocktails
4636,85980,1081600.0,whiskey liqueur,dough ball cookie dough whiskey,750.0,70.0,domestic,whiskey
4637,67180,1071000.0,cocktails/rtd,twisted shotz island thunder,1800.0,40.0,domestic,cocktails
4638,988352,1022300.0,mezcal,union uno mezcal joven,750.0,80.0,domestic,tequila
4639,84100,1081300.0,american cordials & liqueur,99 sour berry mini,50.0,99.0,domestic,liqueur
4640,45892,1062400.0,spiced rum,sailor jerry spiced navy rum pet,1750.0,92.0,domestic,rum
4641,89627,1022200.0,100% agave tequila,patron reposado 200ml,200.0,80.0,domestic,tequila
4642,27882,1701100.0,temporary & specialty packages,westward american single malt whiskey,750.0,90.0,domestic,whiskey
4643,89642,1022200.0,100% agave tequila,patron anejo 200ml,200.0,80.0,domestic,tequila
4644,991289,1012400.0,irish whiskies,ha knappogue castle cognac cask finish,750.0,92.0,domestic,whiskey
4645,87178,1022200.0,100% agave tequila,calirosa anejo,750.0,80.0,domestic,tequila
4646,26083,1091100.0,american distilled spirit specialty,copper still peanut butter flavored whisky,750.0,85.0,domestic,whiskey
4647,87172,1022200.0,100% agave tequila,calirosa rosa blanco,750.0,80.0,domestic,tequila
4648,915802,1012400.0,irish whiskies,high n wicked the wild rover,750.0,117.0,domestic,whiskey
4649,988191,1022200.0,100% agave tequila,siempre tequila anejo,750.0,80.0,domestic,tequila
4650,919379,1011200.0,straight bourbon whiskies,lost lantern 2022 single cask #1 smooth ambler west virginia,750.0,123.0,domestic,whiskey
4651,64317,1022200.0,100% agave tequila,the butterfly cannon blue flavored tequila,750.0,80.0,domestic,tequila
4652,921551,1011200.0,straight bourbon whiskies,stellum cask strength bourbon,750.0,120.0,domestic,whiskey
4653,966241,1082100.0,imported cordials & liqueur,rothman & winter orchard peach liqueur,750.0,48.0,imported,liqueur
4654,925130,1011600.0,straight rye whiskies,lost lantern 2022 single cask #8 dads hat pennsylvania rye,750.0,127.0,domestic,whiskey
4655,943897,1062100.0,gold rum,hampden estate pure jamaica rum,750.0,92.0,domestic,rum
4656,925111,1011100.0,blended whiskies,lost lantern 2022 single cask #5 mccarthys 3yr oregon single,750.0,114.0,domestic,whiskey
4657,925401,1011600.0,straight rye whiskies,roulette rye,750.0,100.0,domestic,whiskey
4658,76500,1031200.0,american flavored vodka,the original pickle shot mini (dill pickle vodka),50.0,30.0,domestic,vodka
4659,86970,1091200.0,neutral grain spirits,ole smoky blue flame moonshine mini,50.0,128.0,domestic,whiskey
4660,25016,1011400.0,tennessee whiskies,ole smoky blended whiskey,750.0,80.0,domestic,whiskey
4661,901694,1011100.0,blended whiskies,ha last drop scotch 56yr,800.0,94.0,domestic,whiskey
4662,26174,1011100.0,blended whiskies,bird dog peanut butter flavored whiskey mini,50.0,80.0,domestic,whiskey
4663,989321,1022200.0,100% agave tequila,herradura anejo mini,50.0,80.0,domestic,tequila
4664,26360,1011100.0,blended whiskies,bird dog salted caramel flavored whiskey mini,50.0,80.0,domestic,whiskey
4665,900506,1011100.0,blended whiskies,ha last drop 1971 blended scotch,800.0,93.0,domestic,whiskey
4666,904517,1901200.0,special order items,ypioca cachaca crystal,1000.0,78.0,domestic,other
4667,965544,1082100.0,imported cordials & liqueur,luxardo bitter bianco,750.0,60.0,imported,liqueur
4668,73001,1081200.0,cream liqueurs,north forest kreme espresso liqueur mini,50.0,34.0,domestic,liqueur
4669,964771,1082100.0,imported cordials & liqueur,cointreau liqueur mini,50.0,80.0,imported,liqueur
4670,84102,1081300.0,american cordials & liqueur,99 sour cherry mini,50.0,99.0,domestic,liqueur
4671,921553,1011200.0,straight bourbon whiskies,stellum black bourbon,750.0,109.0,domestic,whiskey
4672,69617,1081300.0,american cordials & liqueur,dr mcgillicuddys butterscotch mini,50.0,42.0,domestic,liqueur
4673,20166,1701100.0,temporary & specialty packages,old charter 8 bourbon,750.0,80.0,domestic,whiskey
4674,15174,1701100.0,temporary & specialty packages,whistlepig smokestock whiskey,750.0,86.0,domestic,whiskey
4675,21466,1701100.0,temporary & specialty packages,benchmark top floor,750.0,90.0,domestic,other
4676,69722,1081300.0,american cordials & liqueur,dr mcgillicuddys butterscotch,100.0,42.0,domestic,liqueur
4677,84104,1081300.0,american cordials & liqueur,99 sour apple mini,50.0,99.0,domestic,liqueur
4678,21878,1701100.0,temporary & specialty packages,very old barton bourbon crafted 86prf,1750.0,86.0,domestic,whiskey
4679,63124,1701100.0,temporary & specialty packages,on the rocks espresso martini,375.0,40.0,domestic,other
4680,21796,1701100.0,temporary & specialty packages,very old barton bourbon crafted 80prf,750.0,80.0,domestic,whiskey
4681,26087,1011100.0,blended whiskies,bird dog honey flavored whiskey mini,50.0,80.0,domestic,whiskey
4682,21464,1701100.0,temporary & specialty packages,benchmark small batch,750.0,90.0,domestic,other
4683,21798,1701100.0,temporary & specialty packages,very old barton bourbon handcrafted 80prf,1750.0,80.0,domestic,whiskey
4684,69608,1081300.0,american cordials & liqueur,dr mcgillicuddys mentholmint,100.0,48.0,domestic,liqueur
4685,21876,1701100.0,temporary & specialty packages,very old barton bourbon crafted 86prf,750.0,86.0,domestic,whiskey
4686,21460,1701100.0,temporary & specialty packages,benchmark bonded,750.0,100.0,domestic,other
4687,942540,1012300.0,single malt scotch,arran sherry cask the bodega,750.0,112.0,domestic,whiskey
4688,904240,1012300.0,single malt scotch,balblair 12yo single malt scotch,750.0,92.0,domestic,whiskey
4689,16538,1701100.0,temporary & specialty packages,ancient age 10 star bourbon,1750.0,90.0,domestic,whiskey
4690,987897,1022200.0,100% agave tequila,severo plata tequila,750.0,80.0,domestic,tequila
4691,964559,1082100.0,imported cordials & liqueur,the bitter truth elderflower,750.0,44.0,imported,liqueur
4692,987955,1012210.0,single malt scotch,kavalan king car conductor,750.0,92.0,domestic,whiskey
4693,76389,1082100.0,imported cordials & liqueur,nixta corn liqueur,750.0,60.0,imported,liqueur
4694,25149,1701100.0,temporary & specialty packages,sixth glass,750.0,100.0,domestic,other
4695,916906,1011200.0,straight bourbon whiskies,ha bookers,750.0,127.0,domestic,whiskey
4696,62809,1701100.0,temporary & specialty packages,old forester mint julep,1000.0,60.0,domestic,other
4697,965810,1082100.0,imported cordials & liqueur,mathilde liqueur framboise,750.0,36.0,imported,liqueur
4698,981227,1081400.0,american schnapps,phillips peppermint schnapps,1000.0,60.0,domestic,schnapps
4699,904829,1012200.0,scotch whiskies,dalmore 18yr,750.0,86.0,domestic,whiskey
4700,903185,1081010.0,american amaretto,dekuyper amaretto,1000.0,42.0,domestic,liqueur
4701,910855,1012100.0,canadian whiskies,canadian club rye,750.0,80.0,domestic,whiskey
4702,986622,1011100.0,blended whiskies,breckenridge spiced whiskey,750.0,82.0,domestic,whiskey
4703,73050,1081200.0,cream liqueurs,rumchata,750.0,42.0,domestic,liqueur
