,StoreNumber,StoreName,County,CountyNumber,City,ZipCode,StoreLocation,Address,StoreType
2170,2205,ding's honk and holler,page,73,clarinda,51632,POINT (-95.027238 40.739231),900 e washington,Other
2171,4908,zapf's pronto market,clayton,22,elkader,52043,POINT (-91.405293 42.85389),107 1st st sw,Other Grocery
2172,2327,west side spirits,adams,2,corning,50841,POINT (-94.74369200000001 40.990378),801 hull st,Liquor/Tobacco
2173,5162,urbandale liquor,polk,77,urbandale,50322,POINT (-93.705732 41.629411),"6401, douglas ave",Liquor/Tobacco
2174,4460,moore's foods,clayton,22,monona,52159,POINT (-91.389805 43.044875),808 s main st,Other Grocery
2175,4483,sauce,johnson,52,iowa city,52240,POINT (-91.533522 41.658979),108 e college,Liquor/Tobacco
2176,3725,armstrong liquor store,emmet,32,armstrong,50514,POINT (-94.480204 43.39966),101  6th st,Liquor/Tobacco
2177,5111,creekside market,johnson,52,iowa city,52240,POINT (-91.493643 41.633009),2601 hwy 6 east,Other Grocery
2178,4340,dahl's foods / ames,story,85,ames,50010,POINT (-93.620697 42.053378),3121 grand ave,Other Grocery
2179,4892,sara mini mart,scott,82,davenport,52802,POINT (-90.588375 41.520158),1026 w river dr,Convenience
2180,4943,eldon kwik shop,wapello,90,eldon,52554,POINT (-92.222591 40.917809),"205, 4th st",Convenience
2181,3926,liquor downtown / iowa city,johnson,52,iowa city,52240,POINT (-91.530181 41.657654),315 s gilbert st,Liquor/Tobacco
2182,3677,barb's service,clay,21,everly,51338,POINT (-95.329171 43.183718),1290 hwy 18,Other
2183,4964,jeff's market / wilton,muscatine,70,wilton,52778,POINT (-91.016579 41.58873),101 e 4th st,Other Grocery
2184,4909,pump n pak rock valley,sioux,84,rock valley,51247,POINT (-96.294824 43.200164),"1004, main st",Other
2185,4488,casey's general store #2762 / cedar,linn,57,cedar rapids,52404,POINT (-91.657314 41.924504),20 miller ave sw,Convenience
2186,5251,northside liquor,cerro gordo,17,mason city,50401,POINT (-93.201061 43.163663),"1303, north federal",Liquor/Tobacco
2187,5140,a to z liquor,cherokee,18,cherokee,51012,POINT (-95.55132 42.749013),"114, s  2nd  st",Liquor/Tobacco
2188,2514,hy-vee drugstore / marion,linn,57,marion,50129,POINT (-91.582229 42.033186),2790 7th avenue,Supermarket
2189,5709,jw liquor,missing,999999,missing,,,missing,Liquor/Tobacco
2190,4167,"iowa street market, inc.",dubuque,31,dubuque,52001,POINT (-90.668138 42.504959),1256 iowa st,Other Grocery
2191,5402,city liquor,johnson,52,iowa city,52240,POINT (-91.530225 41.656031),425 s gilbert street,Liquor/Tobacco
2192,5320,central grocery,missing,999999,missing,,,missing,Other Grocery
2193,5695,flashmart  #105,boone,8,boone,50036,POINT (-93.879991 42.058784),315 story street,Convenience
2194,4984,fast ave one stop,muscatine,70,muscatine,52761,POINT (-91.030306 41.447149),2111 park ave,Convenience
2195,4081,harlan's food mart,story,85,story city,50248,POINT (-93.599757 42.185827),306 washington,Other Grocery
2196,5129,cash saver  /  fleur,polk,77,des moines,50321,POINT (-93.64492 41.546838),4121 fleur dr,Other Grocery
2197,2290,al's liquors unlimited,buena vista,11,storm lake,50588,POINT (-95.202405 42.647492),215 west milwaukee,Liquor/Tobacco
2198,4987,almost always open,story,85,ames,50010,POINT (-93.616517 42.022916),419 lincoln way,Other
2199,5132,phillips 66,polk,77,des moines,50315,POINT (-93.613469 41.57592900000001),"1516, se  1st  st",Other
2200,5212,don liquor & tobacco,cerro gordo,17,mason city,50401,POINT (-93.201081 43.158803),"719, n federal ave",Liquor/Tobacco
2201,4845,3rd st convenience,linn,57,cedar rapids,52401,POINT (-91.666081 41.977896),"216, 3rd st se",Convenience
2202,4820,lil' chubs corner stop,lyon,60,inwood,51240,POINT (-96.430827 43.30226),712 s oak st,Convenience
2203,4046,j and k market,appanoose,4,centerville,52544,POINT (-92.874795 40.734946),113 w vanburen,Other Grocery
2204,5013,state food mart,scott,82,bettendorf,52722,POINT (-90.482018 41.528972),3715 state st,Other Grocery
2205,3819,quillins decorah,winneshiek,96,decorah,52101,POINT (-91.79777100000001 43.291023),915 short st,Other
2206,5247,rockwell area market,cerro gordo,17,rockwell,50469,POINT (-93.188172 42.986351000000006),202 4th  st  n,Other Grocery
2207,4670,guppy's on the go / tripoli,bremer,9,tripoli,50676,POINT (-92.264269 42.802374),"600, 7th ave sw",Convenience
2208,4062,h and a mini mart corp,polk,77,des moines,50314,POINT (-93.61947 41.600419),145 university ave,Convenience
2209,5215,cody mart,scott,82,le claire,52753,POINT (-90.34429 41.611036),"1220, n cody rd",Convenience
2210,5261,gm mini mart,muscatine,70,muscatine,52761,POINT (-91.071582 41.422928),"2307, lucas street",Convenience
2211,2460,"liquor barn, inc.",franklin,35,hampton,50441,POINT (-93.21693 42.741728),721 central avenue west,Liquor/Tobacco
2212,5046,west k mart,lee,56,keokuk,52632,POINT (-91.391355 40.393735),"707, palean st",Convenience
2213,5174,jim's food   /  sullivan ave,black hawk,7,waterloo,50701,POINT (-92.355915 42.487326),"437, sullivan ave",Other Grocery
2214,5137,shop n save  /  nw 2nd  dsm,polk,77,des moines,50313,POINT (-93.61990300000001 41.645864),"4685, nw  2nd st",Supermarket
2215,4995,durant street c-store,shelby,83,harlan,51537,POINT (-95.318597 41.656803),618 durant st,Other
2216,5309,royal food,polk,77,des moines,50314,POINT (-93.619783 41.605229),1443 2nd ave,Other Grocery
2217,5124,price chopper  /  johnston,polk,77,johnston,50131,POINT (-93.738772 41.65919800000001),5440 nw  86th st,Other
2218,4125,wapello jack and jill,louisa,58,wapello,52653,POINT (-91.188949 41.173133),503 hwy 61 south,Other
2219,5476,eldridge mart,scott,82,eldridge,52748,POINT (-90.58154 41.654676),209 e leclaire rd,Convenience
2220,4557,hometown foods / traer,tama,86,traer,50675,POINT (-92.468086 42.193386),420 second st,Other Grocery
2221,5427,beecher liquor,dubuque,31,dubuque,52001,POINT (-90.696886 42.500775000000004),1691 asbury rd,Liquor/Tobacco
2222,5653,mike's market and deli,mahaska,62,oskaloosa,52577,POINT (-92.630126 41.296205),1308 a ave e,Other Grocery
2223,5679,gopuff / ames,story,85,ames,50010,POINT (-93.581305 42.016041),615 s dayton ave,Liquor/Tobacco
2224,5700,flashmart #103/perry,cass,15,perry,50020,POINT (-94.106581 41.840342),1219 1st avenue,Convenience
2225,5694,flashmart #104,boone,8,boone,50036,POINT (-93.879597 42.037102),1704 s. story street,Convenience
2226,5705,keystone liquor and wine,johnson,52,coralville,52241,POINT (-91.574095 41.671543),517 2nd street suite #2,Liquor/Tobacco
2227,4935,ali's liquor,black hawk,7,waterloo,50703,POINT (-92.332774 42.507683),1117 e 4th st,Liquor/Tobacco
2228,5707,ogden mart,boone,8,ogden,50212,POINT (-94.03117800000001 42.039076),302 west walnut street,Convenience
2229,5633,home town wine & spirits,mahaska,62,oskaloosa,52577,POINT (-92.631487 41.296286),1202 a ave e,Liquor/Tobacco
2230,9925,swell liquor,polk,77,des moines,50310,POINT (-93.67743500000002 41.628472),3701 beaver ave,Liquor/Tobacco
2231,9911,north american spirits,polk,77,grimes,50111,POINT (-93.774496 41.657621),3100 se grimes blvd. ste 100,Liquor/Tobacco
2232,9906,johnson brothers wirtz,polk,77,des moines,50317,POINT (-93.570027 41.591304),2515 dean avenue,Other
2233,5596,pirillo beverage,fayette,33,oelwein,50662,POINT (-91.913571 42.663529),1011 s frederick,Liquor/Tobacco
2234,5288,yesway store # 10016/ fort dodge,webster,94,fort dodge,,,missing,Convenience
2235,5305,fas mart # 5150/ cedar rapids,linn,57,cedar rapids,52404,POINT (-91.715563 41.963571),3330 16th avenue,Convenience
2236,4545,fill r up,pottawattamie,78,council bluffs,51503,POINT (-95.81790900000001 41.220431),14151 wabash ave,Convenience
2237,3957,karl's grocery store,clayton,22,edgewood,52042,POINT (-91.401487 42.645390000000006),101 west madison,Other Grocery
2238,4595,quik trip #559 / fleur dr dm,polk,77,des moines,50321,POINT (-93.645068 41.547105),4024 fleur dr,Convenience
2239,5323,hometown foods / gladbrook,tama,86,gladbrook,50635,POINT (-92.716573 42.187654),320 2nd st,Other Grocery
2240,4819,super stop 2 / altoona,polk,77,altoona,50009,POINT (-93.494642 41.65854),2635 adventureland dr,Convenience
2241,5491,ackley superfoods,hardin,42,ackley,50601,POINT (-93.055216 42.554159),526 main st,Other Grocery
2242,5490,rockwell area market,cerro gordo,17,rockwell,50469,POINT (-93.188172 42.986351000000006),202 4th st north,Other Grocery
2243,4170,dewey's jack and jill,cedar,16,west branch,52358,POINT (-91.343394 41.671391),115 e main st  po box 359,Other
2244,4669,vom fass / des moines,polk,77,des moines,50312,POINT (-93.674384 41.59343100000001),"833, 42nd st",Other
2245,5125,cash saver  /  e euclid ave,polk,77,des moines,50316,POINT (-93.602851 41.627778),1320 e  euclid ave,Other Grocery
2246,5105,three brothers liquors,johnson,52,north liberty,52317,POINT (-91.60761 41.738129),585 highway 965,Liquor/Tobacco
2247,2113,jamboree foods,webster,94,gowrie,50543,POINT (-94.289457 42.28057),1119 market st. box 71,Other Grocery
2248,5334,mill st liquor,winnebago,95,lake mills,50450,POINT (-93.535032 43.419668),107 n mill st,Liquor/Tobacco
2249,5508,express mart,marshall,64,marshalltown,50158,POINT (-92.934741 42.052277),229 n 13th st,Convenience
2250,4133,mccoy's 1447,hamilton,40,webster city,50595,POINT (-93.83997 42.469614),1447  2nd st,Other
2251,5364,station mart,black hawk,7,evansdale,50707,POINT (-92.287994 42.47724500000001),3594 lafayette road,Convenience
2252,5290,yesway store # 10025/ newton,jasper,50,newton,50206,POINT (-93.049443 41.699578),405 1st ave e,Convenience
2253,5341,jj's on johnson,linn,57,cedar rapids,52405,POINT (-91.715929 41.974231),235 edgewood rd nw,Other
2254,5087,quik-pik  /  logan,harrison,43,logan,51546,POINT (-95.79091 41.643053),"107, w  7th st",Convenience
2255,4860,jims foods,linn,57,cedar rapids,52404,POINT (-91.67707300000001 41.968016000000006),812 6th st sw,Other Grocery
2256,3785,southside tobacco and liquor,polk,77,des moines,50315,POINT (-93.624729 41.56373),2424 sw 9th st,Liquor/Tobacco
2257,4295,nat food mart #1 / hubbell,polk,77,des moines,50317,POINT (-93.541351 41.630849),3804 hubbell,Other Grocery
2258,3554,dick's beverage depot,bremer,9,tripoli,50676,POINT (-92.258152 42.809882),102 n main,Liquor/Tobacco
2259,3614,ida grove food pride,ida,47,ida grove,51445,POINT (-95.471843 42.350621),200 oak grove dr,Other Grocery
2260,4005,lansing liquor and more,allamakee,3,lansing,52151,POINT (-91.219222 43.36182),417 main st,Liquor/Tobacco
2261,4121,newport bp / wapello,louisa,58,wapello,52653,POINT (-91.185031 41.087806),13410 state hwy 78,Other
2262,4593,the cue liquors,sioux,84,rock valley,51247,POINT (-96.294873 43.204363),1404 main st,Liquor/Tobacco
2263,3970,"the liquor cabinet, inc.",story,85,nevada,50201,POINT (-93.452277 42.019292),"835 6 st, ste 1",Liquor/Tobacco
2264,4112,corridor ventures,johnson,52,north liberty,52317,POINT (-91.608725 41.752451),618 meade dr,Other
2265,4348,jeff's market / wilton,muscatine,70,wilton,52778,POINT (-91.016579 41.58873),101 e 4th,Other Grocery
2266,3582,korthouse liquor,decatur,27,leon,50144,POINT (-93.747995 40.739495),102 w 1st st,Liquor/Tobacco
2267,4041,mandm pantry,clinton,23,clinton,52732,POINT (-90.213015 41.821777),2344 camanche ave,Other
2268,4572,grundy center family foods,grundy,38,grundy center,50638,POINT (-92.782283 42.36157),"1400, g ave",Other Grocery
2269,3761,cheese's food center,taylor,87,lenox,50851,POINT (-94.560455 40.882645),200 n walnut st,Other Grocery
2270,2609,hy-vee drugstore #2 / ames,story,85,ames,50010,POINT (-93.618247 42.025042),500 main st,Supermarket
2271,4026,marshall discount liquor,woodbury,97,sioux city,51103,POINT (-96.417767 42.502885),810 w 7 st,Liquor/Tobacco
2272,4686,sunny's mart / clinton,clinton,23,clinton,52732,POINT (-90.189909 41.850694000000004),630 n 3rd st,Convenience
2273,4564,jeff's market / durant,cedar,16,durant,52747,POINT (-90.911744 41.600606),408 6th ave,Other Grocery
2274,4276,wj's liquor,winnebago,95,lake mills,50450,POINT (-93.535032 43.419668),107 n mill st,Liquor/Tobacco
2275,5093,cody mart,scott,82,le claire,52753,POINT (-90.34429 41.611036),1220 n cody rd,Convenience
2276,4071,kellogg country store,jasper,50,kellog,50136,POINT (-92.903113 41.7144),103 blair st,Convenience
2277,3543,pronto market,plymouth,75,kingsley,51028,POINT (-95.967322 42.58707400000001),101 main st,Other Grocery
2278,4221,kwik stop / texas st,black hawk,7,waterloo,50702,POINT (-92.306998 42.453042),4335 texas st,Convenience
2279,4974,super stop  se 14th,polk,77,des moines,50317,POINT (-93.596783 41.581689),"727, se  14th st",Convenience
2280,5037,uncorked wine & spirits,greene,37,jefferson,50129,POINT (-94.374156 42.014308),111 e harrison st,Liquor/Tobacco
2281,3573,quik shop foods / four m in,wapello,90,ottumwa,52501,POINT (-92.41041400000002 40.999034),405 s madison,Other Grocery
2282,5119,corwith farm service,hancock,41,corwith,50430,POINT (-93.957384 42.99274),205 nw elm st,Other
2283,4840,independence ave liquor & food / wat,black hawk,7,waterloo,50707,POINT (-92.302514 42.498404),1761 independence ave,Other Grocery
2284,5180,oelwein mart,fayette,33,oelwein,50662,POINT (-91.902413 42.678786),"801, e  charles  st",Convenience
2285,4580,smokin' joe's #9 tobacco and liquor,washington,92,washington,52353,POINT (-91.694639 41.296493),304 w. madison,Liquor/Tobacco
2286,3648,fairbank food center,buchanan,10,fairbank,50629,POINT (-92.047352 42.639631),102  4th st north box 434,Other Grocery
2287,4690,super stop and shop / baldwin,jackson,49,baldwin,52207,POINT (-90.834314 42.073361),5358 hwy 64,Convenience
2288,5123,price chopper  /  clive,dallas,25,clive,50325,POINT (-93.831913 41.614713),15500 w  hickman rd,Other
2289,4525,casey's general store #2425 / akron,plymouth,75,akron,51001,POINT (-96.560848 42.827477),600 highway 12 south,Convenience
2290,2592,hy-vee drugstore / marshalltown,marshall,64,marshalltown,50158,POINT (-92.91250500000001 42.027531),1712 s center  st,Supermarket
2291,4415,kum & go #513 / ackley,hardin,42,ackley,50601,POINT (-93.056656 42.556727),420 sherman st,Convenience
2292,5048,rolfe area market,pocahontas,76,rolfe,50581,POINT (-94.52788900000002 42.814369),"412, garfield st",Other Grocery
2293,5063,logan convenience store,black hawk,7,waterloo,50703,POINT (-92.337744 42.510453),"735, logan ave",Convenience
2294,5199,super mart / oelwein,fayette,33,oelwein,50662,POINT (-91.913481 42.669128),"701, s  frederick  ave",Convenience
2295,4462,shelton's,winnebago,95,buffalo center,50424,POINT (-93.947595 43.386755),"113, 1st st nw",Other
2296,5172,uptown liquor & tobacco,linn,57,cedar rapids,52404,POINT (-91.725777 41.959614),2000 willey blvd sw,Liquor/Tobacco
2297,3783,dyno's wine and spirits / pocahontas,pocahontas,76,pocahontas,50574,POINT (-94.66731100000001 42.732607),14 1/2 e elm,Liquor/Tobacco
2298,5224,keystone liquor & wine / coralville,johnson,52,coralville,52241,POINT (-91.574095 41.671543),517 2nd st,Liquor/Tobacco
2299,3947,seaton's flag foods,poweshiek,79,brooklyn,52211,POINT (-92.444377 41.728699),122 a east front st,Other Grocery
2300,4597,quik trip #523 / army post dm,polk,77,des moines,50315,POINT (-93.62509300000002 41.526428),850 army post rd,Convenience
2301,5189,the fresh market  / w des moines,polk,77,west des moines,50266,POINT (-93.791014 41.55915),"5901, mills civic pkwy",Other Grocery
2302,4764,new star / fort dodge,webster,94,fort dodge,50501,POINT (-94.170859 42.501169),1923 5th ave s,Convenience
2303,3995,barmuda distribution,black hawk,7,cedar falls,50613,POINT (-92.430437 42.512768),6027 university ave ste 100,Liquor/Tobacco
2304,4223,station mart liquor and tobacco,black hawk,7,evansdale,50707,POINT (-92.297765 42.462807),1119 river forest rd,Convenience
2305,5067,one stop liquor,buena vista,11,storm lake,50588,POINT (-95.200761 42.651369),"1101, n  lake ave",Convenience
2306,3740,hometown foods / waterloo,black hawk,7,waterloo,50702,POINT (-92.343118 42.476639),1010 e mitchell ave,Other Grocery
2307,5040,wilton express,muscatine,70,wilton,52778,POINT (-91.034817 41.589962),1300 nicolaus st,Convenience
2308,4274,ruthven meat processing,palo alto,74,ruthven,51358,POINT (-94.897368 43.130922),1701 railroad st,Other
2309,4615,north side liquor & grocery,cerro gordo,17,mason city,50401,POINT (-93.201061 43.163663),1303 north federal ave,Other Grocery
2310,4018,hometown foods / gladbrook,iowa,48,gladbrook,50635,POINT (-92.716422 42.187653),310 second st po box 249,Other Grocery
2311,5227,flaming hot fish and chicken llc,clinton,23,clinton,52732,POINT (-90.193275 41.848124),"320, n  4th st",Other
2312,5043,west side liquor / waterloo,black hawk,7,waterloo,50702,POINT (-92.346356 42.488567),919 w 5th st,Liquor/Tobacco
2313,4762,huber's store inc.,winneshiek,96,fort atkinson,52144,POINT (-91.932448 43.14339),101 main st,Other
2314,4118,lake view redemption center,sac,81,lake view,51450,POINT (-95.051539 42.307764000000006),502 5th street,Other
2315,4165,i-35 spirits / ankeny,polk,77,ankeny,50023,POINT (-93.581093 41.731416),113 se delaware ave ste 101,Liquor/Tobacco
2316,4471,kum & go #212 / waterloo,black hawk,7,waterloo,50702,POINT (-92.355753 42.457847),117 e san marnan dr,Convenience
2317,4502,neighborhood mart / waterloo,black hawk,7,waterloo,50703,POINT (-92.31397200000002 42.489914),"2100, lafayette st",Convenience
2318,4164,expo mart / bettendorf,scott,82,bettendorf,52722,POINT (-90.506775 41.525308),1810 state st,Convenience
2319,4900,kwik stop 4 / waterloo,black hawk,7,waterloo,50703,POINT (-92.345106 42.510792),515 broadway st,Convenience
2320,5101,new star  /  fletcher ave,black hawk,7,waterloo,50701,POINT (-92.367142 42.489119),315 fletcher ave,Convenience
2321,4426,liquor and grocery depot,marshall,64,marshalltown,50158,POINT (-93.385376 41.190159),114 central st n suite 1,Other Grocery
2322,5074,new pioneer food co-op  / center poi,linn,57,cedar rapids,52402,POINT (-91.664128 42.012653),3338 center point rd ne,Other Grocery
2323,3963,tobacco hut #14 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.873073 41.261866),1925 w broadway,Liquor/Tobacco
2324,2564,hy-vee food store #4 / waterloo,black hawk,7,waterloo,50701,POINT (-92.403843 42.505197),4000 university,Other Grocery
2325,3400,last stop beverage shop,polk,77,des moines,50317,POINT (-93.561517 41.600476),2839 e. university,Convenience
2326,4134,pleasantville grocery,marion,63,pleasantville,50225,POINT (-93.269702 41.386718),105 w monroe st,Other Grocery
2327,4807,williamsburg foods,iowa,48,williamsburg,52361,POINT (-92.007391 41.662819),"103, w walnut st",Other Grocery
2328,5066,bears burgers & buns,dubuque,31,dubuque,52003,POINT (-90.774515 42.457708),"14628, mile hill lane",Other
2329,4676,sam's mini mart / sioux city,woodbury,97,sioux city,51101,POINT (-96.401114 42.489817),711 gordon dr,Convenience
2330,4388,quik trip #566 / clive,polk,77,clive,50325,POINT (-93.782182 41.600513),11925 university ave,Convenience
2331,4325,villisca foods inc.,montgomery,69,villisca,50864,POINT (-94.977264 40.927076),509 s 3rd ave,Other Grocery
2332,3972,hometown foods / hubbard,hardin,42,hubbard,50122,POINT (-93.302481 42.305571),210 maple st box 295,Other Grocery
2333,3803,strawberry foods and deli,clayton,22,strawberry point,52076,POINT (-91.535736 42.683731),128 w mission,Other Grocery
2334,5022,kum & go #97 / west des moines,polk,77,west des moines,50265,POINT (-93.770921 41.570542),196 s 50th st,Convenience
2335,4576,the boonedocks,dickinson,30,arnolds park,51331,POINT (-95.125928 43.370941),228 n hwy 71,Convenience
2336,4214,new star liquor / lafayet / waterloo,black hawk,7,waterloo,50703,POINT (-92.3272 42.494092),1309 lafayette st,Convenience
2337,4662,guppy's on the go / cedar rapids,linn,57,cedar rapids,52405,POINT (-91.682151 41.988646),"1532, ellis blvd nw",Convenience
2338,4805,liquor tobacco & grocery / fort dodg,webster,94,fort dodge,50501,POINT (-94.186138 42.506332),902 1st ave n,Other Grocery
2339,4398,kum & go #4786 / belmond,wright,99,belmond,50421,POINT (-93.616821 42.84535),112 river ave s,Convenience
2340,5121,liquor beer & tobacco outlet  / char,floyd,34,charles city,50616,POINT (-92.661881 43.05913400000001),"1908, clark st",Liquor/Tobacco
2341,4924,abby lea's,chickasaw,19,nashua,50658,POINT (-92.547524 42.959023),2757 charles city rd,Other
2342,4650,loofts on 9 liquor here or liquor th,kossuth,55,swea city,50590,POINT (-94.30874900000002 43.38496),"202, w 4th ave",Liquor/Tobacco
2343,4474,bucky's express #34 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.902733 41.26191600000001),3501 w broadway st,Convenience
2344,4454,kum & go #248 / sioux city,woodbury,97,sioux city,51109,POINT (-96.474603 42.51496),2026 riverside blvd,Convenience
2345,4927,kum & go #576 / west des moines,polk,77,west des moines,50265,POINT (-93.752572 41.570151),3501 ep true pkwy,Convenience
2346,4408,kum & go #2217 / boone,boone,8,boone,50036,POINT (-93.879991 42.058784),315 story st,Convenience
2347,4986,218 fuel express & chubby's liquor,floyd,34,floyd,50435,POINT (-92.73738 43.122076),68 monroe st,Convenience
2348,5018,super saver liquor llc,scott,82,davenport,52802,POINT (-90.599327 41.520231),1610 rockingham rd,Other Grocery
2349,5165,kari out wine & spirits llc,winnebago,95,lake mills,50450,POINT (-93.535032 43.419668),"107, n  mill st",Liquor/Tobacco
2350,5014,new pioneer food co-op / iowa city,johnson,52,iowa city,52240,POINT (-91.528718 41.660493),22 s van buren st,Other Grocery
2351,3989,liquor on the corner / cherokee,cherokee,18,cherokee,51012,POINT (-95.547298 42.749597),300 e main st,Liquor/Tobacco
2352,5045,central mart / hamilton blvd,woodbury,97,sioux city,51103,POINT (-96.41738 42.504385),800 hamilton blvd,Convenience
2353,4420,kum & go #38 / ottumwa,wapello,90,ottumwa,52501,POINT (-92.418553 41.009435),534 church st,Convenience
2354,4895,big discount liquor,linn,57,cedar rapids,52402,POINT (-91.668086 42.033480000000004),5427 center point rd ne,Liquor/Tobacco
2355,2178,"double ""d"" liquor store",allamakee,3,waukon,52172,POINT (-91.473634 43.262114),618 rossville road,Liquor/Tobacco
2356,3162,nash finch / wholesale food,muscatine,70,muscatine,52761,POINT (-91.06411300000002 41.408437),807 grandview,Other Grocery
2357,4958,five corners liquor & wine,black hawk,7,cedar falls,50613,POINT (-92.436845 42.5214),809 e 18th st,Liquor/Tobacco
2358,4173,l and k liquor,o'brien,71,paullina,51046,POINT (-95.687686 42.979946),132 north main st po box 306,Liquor/Tobacco
2359,4413,kum & go #439 / wapello,louisa,58,wapello,52653,POINT (-91.195261 41.181263),303 us hwy 61 n,Convenience
2360,5220,liquor tobacco & grocery / mason cit,cerro gordo,17,mason city,,,missing,Other Grocery
2361,4430,kum & go #87 / fort dodge,webster,94,fort dodge,50501,POINT (-94.175805 42.501112),1601 fifth avenue s,Convenience
2362,4461,quik trip #503 / windsor heights,polk,77,windsor heights,50324,POINT (-93.717442 41.614647),7220 hickman rd,Convenience
2363,5011,kum & go #443 / williamsburg,iowa,48,williamsburg,52361,POINT (-92.066146 41.690903),2177 m ave,Convenience
2364,5034,liquor tobacco & groceries,cerro gordo,17,mason city,50401,POINT (-93.208614 43.152301),18 n monroe ave,Other Grocery
2365,3950,hometown foods / state center,iowa,48,state center,50247,POINT (-93.162349 42.016845),120 e main st,Other Grocery
2366,5166,east side liquor and groceries,marshall,64,marshalltown,50158,POINT (-92.893113 42.044345),1116 e nevada st,Other Grocery
2367,4097,schleswig foods and spirits,crawford,24,schleswig,51461,POINT (-95.436648 42.165983),108  2nd st,Other Grocery
2368,5009,new pioneer food co-op,johnson,52,coralville,52241,POINT (-91.580773 41.674022),"1101, 2nd st",Other Grocery
2369,4704,the filling station / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.867208 41.259698),1531 2nd ave,Convenience
2370,3393,the hangout liquors,mitchell,66,riceville,50466,POINT (-92.555014 43.363838),111 w main st.,Liquor/Tobacco
2371,5090,kum & go #437 / muscatine,muscatine,70,muscatine,52761,POINT (-91.063509 41.408932),709 grandview ave,Convenience
2372,3635,clark's food mart / ogden,boone,8,ogden,50212,POINT (-94.03117800000001 42.039076),302 west walnut st,Other Grocery
2373,3779,"station wine and spirits, t",webster,94,fort dodge,50501,POINT (-94.177993 42.529612),2324 n 15th st,Convenience
2374,4628,oelwein bottle and can inc.,fayette,33,oelwein,50662,POINT (-91.910523 42.67564),137 2nd ave se,Liquor/Tobacco
2375,4114,after 5 somewhere,cass,15,atlantic,50022,POINT (-95.023116 41.40406200000001),704 w 7th st po box 372,Other
2376,5112,the bottle shop,lyon,60,inwood,51240,POINT (-96.43194 43.307173),"315, s main st",Liquor/Tobacco
2377,4445,kum & go #196 / webster city,hamilton,40,webster city,50595,POINT (-93.831461 42.469524),1102 2nd st,Convenience
2378,4768,kum & go #777 / urbandale,polk,77,urbandale,50322,POINT (-93.731344 41.629152),8228 douglas ave,Convenience
2379,4647,b and b east / waterloo,black hawk,7,waterloo,50707,POINT (-92.293057 42.49807),1615 bishop ave,Other
2380,4862,pronto market / kingsley,plymouth,75,kingsley,51028,POINT (-95.967322 42.58707400000001),101 main st,Other Grocery
2381,4598,quik trip #501 / e euclid dm,polk,77,des moines,50317,POINT (-93.577655 41.627702000000006),2221 e euclid ave,Convenience
2382,5023,hawkeye convenience stores / 16th av,linn,57,cedar rapids,52404,POINT (-91.667665 41.961645),250 16th ave sw,Convenience
2383,5115,pronto market / manly,worth,98,manly,50456,POINT (-93.200966 43.284017),"204, e south st",Other Grocery
2384,3688,fredericksburg food center,chickasaw,19,fredericksburg,50630,POINT (-92.19947300000001 42.965098),100 w main st,Other Grocery
2385,3853,ram liquor mart,scott,82,davenport,52804,POINT (-90.620282 41.545421),3108 west central park ave #2,Convenience
2386,4372,kum & go #404 / mason city,cerro gordo,17,mason city,50401,POINT (-93.221539 43.14833900000001),1303 4th st sw,Convenience
2387,5042,super stop iii / dubuque,dubuque,31,dubuque,52001,POINT (-90.660269 42.519502),1101 rhomberg ave,Convenience
2388,4358,kum & go #553 / clarion,wright,99,clarion,50525,POINT (-93.73592500000001 42.731643),300 central ave w,Convenience
2389,4600,kum & go #207 / hubbell dm,polk,77,des moines,50317,POINT (-93.531534 41.636023),4200 e hubbell ave,Convenience
2390,5134,prime mart #6  /  charles city,floyd,34,charles city,50616,POINT (-92.682538 43.061014),"609, s main st",Convenience
2391,4141,fareway stores #975 / se 22nd / dsm,polk,77,des moines,50320,POINT (-93.57748 41.556274),3000 se 22nd st,Supermarket
2392,4440,kum & go #219  council bluffs,pottawattamie,78,council bluffs,51503,POINT (-95.820329 41.252794),154 bennett ave,Convenience
2393,4919,kum & go #4084 / altoona,polk,77,altoona,50009,POINT (-93.464905 41.64404),101 8th st sw,Convenience
2394,4298,terry's food center,tama,86,dysart,52224,POINT (-92.30769 42.171406),305 crisman st,Other Grocery
2395,4297,discount liquor / cedar rapids,linn,57,cedar rapids,52402,POINT (-91.63487100000002 42.007104),2933  1st ave se,Liquor/Tobacco
2396,5095,carterlake mini mart,pottawattamie,78,carter lake,51510,POINT (-95.915947 41.284951),"1001, locust st",Convenience
2397,4917,kum & go #115 / perry,dallas,25,perry,50220,POINT (-94.10386 41.830334),1115 ia hwy 141,Convenience
2398,3876,affiliated foods of manson,calhoun,13,manson,50563,POINT (-94.534319 42.530636),1101 main st po box 535,Other Grocery
2399,4563,the molehill,sioux,84,ireton,51027,POINT (-96.318279 42.97511),315 main st,Other
2400,5020,petromart stanwood,cedar,16,stanwood,52337,POINT (-91.148607 41.888461),"1118, highway 30",Convenience
2401,4476,bucky's express #16 / council bluffs,pottawattamie,78,council bluffs,51501,POINT (-95.867464 41.262352),15 north 16th st,Convenience
